"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 11 12:58:46 PKT 2023","Mon Sep 11 12:58:52 PKT 2023","6112","chromium","LoginPage.spec.js","e2e Test","","","Add to Cart product and checkout process",""
